full_name,text,label,confidence,reason,label_id
vatsal9117/neetcode-gpt,"Repository named 'neetcode-gpt' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 10 total commits (10.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2031 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, no CI/CD, tiny README, single author, very few commits, and lack of license.",0
vllm-project/vllm-omni,"Repository named 'vllm-omni' in Python with high popularity (4836 stars, 1016 forks). Maintained by a large community of 224 contributors, 1786 total commits (8.0 per contributor). 14 releases, 859 open issues. It has CI/CD workflows, has a README of 6586 characters, 9 topics, and is licensed. The project is 0.7 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
Skillter/ProxyGather,"Repository named 'ProxyGather' in Python with moderate popularity (111 stars, 10 forks). Maintained by a small team of 3 contributors, 6136 total commits (2045.3 per contributor). 0 releases, 3 open issues. It has CI/CD workflows, has a README of 10866 characters, 11 topics, and is no license. The project is 1.0 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, moderate popularity, active maintenance, and a well-documented README suggest a mature engineering practice, but lack of releases and no license are minor drawbacks.",2
theotheo10/Ferramentas-Financeiras,"Repository named 'Ferramentas-Financeiras' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 370 total commits (185.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",junior,0.7,"Limited practices (no README, no topics, no license), CI/CD workflows, but no tests or releases, and a small team with limited commits per contributor.",1
opencloudtouch/opencloudtouch,"Repository named 'opencloudtouch' in Python with low popularity (57 stars, 8 forks). Maintained by a team of 7 contributors, 506 total commits (72.3 per contributor). 20 releases, 32 open issues. It has CI/CD workflows, has a README of 7701 characters, 20 topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, sustained activity, and a comprehensive README indicate a mature project, but the low popularity and open issues suggest it may not be as widely adopted.",2
tranceoncom-prog/next-starter-template,"Repository named 'next-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2719 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal popularity, and lack of CI/CD and tests.",4
pydantic/pydantic,"Repository named 'pydantic' in Python with very high popularity (27871 stars, 2651 forks). Maintained by a large community of 459 contributors, 5521 total commits (12.0 per contributor). 199 releases, 568 open issues. It has CI/CD workflows, has a README of 3451 characters, 11 topics, and is licensed. The project is 9.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
rezer-bleede/dbt-Workbench,"Repository named 'dbt-Workbench' in Python with low popularity (59 stars, 11 forks). Maintained by a small team of 4 contributors, 260 total commits (65.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 6725 characters, no topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago).",junior,0.7,"CI/CD workflows and active maintenance, but limited releases and small team size",1
aws-cloudformation/cfn-lint,"Repository named 'cfn-lint' in Python with high popularity (2619 stars, 634 forks). Maintained by a large community of 175 contributors, 3346 total commits (19.1 per contributor). 460 releases, 66 open issues. It has CI/CD workflows, has a README of 22634 characters, 5 topics, and is licensed. The project is 8.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, multiple contributors, and robust CI/CD workflows.",3
mlflow/mlflow,"Repository named 'mlflow' in Python with very high popularity (26187 stars, 5793 forks). Maintained by a large community of 447 contributors, 12349 total commits (27.6 per contributor). 169 releases, 2071 open issues. It has CI/CD workflows, has a README of 32289 characters, 18 topics, and is licensed. The project is 8.0 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
wshobson/agents,"Repository named 'agents' in Python with very high popularity (36126 stars, 3919 forks). Maintained by a large community of 62 contributors, 433 total commits (7.0 per contributor). 0 releases, 4 open issues. It has CI/CD workflows, has a README of 7252 characters, 20 topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large community, sustained activity, good documentation, and CI/CD workflows.",3
WPBP/WordPress-Plugin-Boilerplate-Powered,"Repository named 'WordPress-Plugin-Boilerplate-Powered' in PHP with moderate popularity (842 stars, 123 forks). Maintained by a team of 17 contributors, 790 total commits (46.5 per contributor). 36 releases, 10 open issues. It has CI/CD workflows, has a README of 8379 characters, 5 topics, and is licensed. The project is 11.9 years old and currently active (last push 9 days ago).",lead,0.9,"Large, mature, multi-contributor repository with sustained activity, CI/CD, good documentation, and many releases.",3
home-assistant/core,"Repository named 'core' in Python with very high popularity (87383 stars, 37571 forks). Maintained by a large community of 427 contributors, 110759 total commits (259.4 per contributor). 1601 releases, 4034 open issues. It has CI/CD workflows, has a README of 1964 characters, 8 topics, and is licensed. The project is 12.7 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, multiple releases, good documentation, and CI/CD workflows.",3
gongyu0918-debug/rogue-go-arena,"Repository named 'rogue-go-arena' in Python with low popularity (60 stars, 0 forks). Maintained by a small team of 2 contributors, 150 total commits (75.0 per contributor). 11 releases, 0 open issues. It lacks CI/CD workflows, has a README of 11592 characters, 6 topics, and is licensed. The project is 0.2 years old and currently active (last push 0 days ago).",senior,0.8,"Active project with multiple contributors, releases, and a comprehensive README, but lacks CI/CD workflows.",2
ShubhekshyaGautam/seventh-project,"Repository named 'seventh-project' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 3 contributors, 72 total commits (24.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 51 characters, no topics, and is no license. The project is 0.3 years old and currently active (last push 0 days ago).",junior,0.8,"Limited practices, little/no CI/tests, modest docs, and small team, but sustained activity and recent commits.",1
AstrBotDevs/AstrBot,"Repository named 'AstrBot' in Python with very high popularity (33399 stars, 2293 forks). Maintained by a large community of 278 contributors, 4722 total commits (17.0 per contributor). 220 releases, 1187 open issues. It has CI/CD workflows, has a README of 14453 characters, 16 topics, and is licensed. The project is 3.5 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
Charlestangwei/douyin-recorder,"Repository named 'douyin-recorder' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 8392 total commits (4196.0 per contributor). 233 releases, 0 open issues. It has CI/CD workflows, has a README of 66 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, multiple contributors, and sustained activity suggest a mature project, but lack of popularity, minimal README, and no license are concerning.",2
newton-physics/newton,"Repository named 'newton' in Python with high popularity (4990 stars, 548 forks). Maintained by a large community of 69 contributors, 1941 total commits (28.1 per contributor). 3 releases, 254 open issues. It has CI/CD workflows, has a README of 40015 characters, 4 topics, and is licensed. The project is 1.1 years old and currently active (last push 0 days ago).",lead,0.95,"Large community, high popularity, sustained activity, good documentation, and CI/CD workflows.",3
Pyomo/pyomo,"Repository named 'pyomo' in Python with high popularity (2464 stars, 579 forks). Maintained by a large community of 145 contributors, 31127 total commits (214.7 per contributor). 24 releases, 355 open issues. It has CI/CD workflows, has a README of 5594 characters, 6 topics, and is licensed. The project is 10.0 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with sustained activity, good documentation, and robust CI/CD practices.",3
IshimweJoliePrincesse/JAVA_STARTER-_TEMPLATE_NE,"Repository named 'JAVA_STARTER-_TEMPLATE_NE' in Java with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Lack of popularity, single contributor, and presence of 'TEMPLATE' in the name suggest a boilerplate or starter project.",4
NishargShah/nextjs-fullstack-typescript-boilerplate,"Repository named 'nextjs-fullstack-typescript-boilerplate' in TypeScript with low popularity (46 stars, 12 forks). Maintained by a small team of 3 contributors, 286 total commits (95.3 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 875 characters, 3 topics, and is no license. The project is 1.4 years old and currently active (last push 6 days ago).",template,0.8,"boilerplate name, low popularity, maintained by a small team, and lack of CI/CD and license suggest a reusable template",4
Tachia/cdpr_simulator,"Repository named 'cdpr_simulator' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 18 total commits (18.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 8977 characters, no topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago).",junior,0.7,"Limited popularity, single contributor, simple CI/CD, and modest documentation suggest a junior-level repository.",1
Akshay-1290/Python-learning,"Repository named 'Python-learning' in Python with almost no popularity (1 stars, 0 forks). Maintained by a single contributor, 42 total commits (42.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 17 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, tiny README, single author, very few commits, and lack of CI/CD and tests.",0
fedepienzi-hue/workflows-starter-template,"Repository named 'workflows-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal commits, and lack of CI/CD and tests",4
milis92/nestjs-boilerplate,"Repository named 'nestjs-boilerplate' in TypeScript with low popularity (21 stars, 0 forks). Maintained by a single contributor, 27 total commits (27.0 per contributor). 0 releases, 10 open issues. It has CI/CD workflows, has a README of 29313 characters, no topics, and is no license. The project is 0.4 years old and currently active (last push 4 days ago).",template,0.8,"Low popularity, single contributor, and a large README suggest a boilerplate or starter project.",4
kido-luci/flutter-starter-template,"Repository named 'flutter-starter-template' in Dart with low popularity (8 stars, 3 forks). Maintained by a small team of 2 contributors, 172 total commits (86.0 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 25702 characters, 4 topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Low popularity, presence of CI/CD, extensive README, and 'starter-template' in the name suggest a reusable template.",4
pulumi/pulumi-provider-boilerplate,"Repository named 'pulumi-provider-boilerplate' in Go with low popularity (83 stars, 23 forks). Maintained by a team of 31 contributors, 597 total commits (19.3 per contributor). 161 releases, 12 open issues. It has CI/CD workflows, has a README of 4922 characters, no topics, and is licensed. The project is 6.2 years old and currently active (last push 0 days ago).",template,0.8,"High number of contributors, frequent commits, and numerous releases suggest a reusable template, despite low popularity.",4
chickendrop89/OneShot-Extended,"Repository named 'OneShot-Extended' in Python with low popularity (88 stars, 36 forks). Maintained by a small team of 4 contributors, 144 total commits (36.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 4677 characters, 13 topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago).",senior,0.8,"Active project with multiple contributors, good documentation, and a clear license, but lacks CI/CD workflows and releases.",2
mnaberez/py65,"Repository named 'py65' in Python with moderate popularity (260 stars, 73 forks). Maintained by a team of 9 contributors, 611 total commits (67.9 per contributor). 0 releases, 10 open issues. It has CI/CD workflows, has a README of 2888 characters, 2 topics, and is licensed. The project is 17.3 years old and currently active (last push 0 days ago).",senior,0.85,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and moderate popularity.",2
pedrorosemberg-si-fiemg/react-router-starter-template,"Repository named 'react-router-starter-template' in unknown with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 2 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 31 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'react-router-starter-template', indicating it's a template or starter project, and it lacks a proper README and license, further supporting this classification.",4
ycdxsb/PocOrExp_in_Github,"Repository named 'PocOrExp_in_Github' in Python with high popularity (1161 stars, 233 forks). Maintained by a single contributor, 23520 total commits (23520.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 7258 characters, 4 topics, and is licensed. The project is 5.1 years old and currently active (last push 0 days ago).",senior,0.8,"High popularity, large number of commits, active maintenance, and a well-structured README suggest a mature and well-engineered project.",2
yiyualt/developer,"Repository named 'developer' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 17 total commits (17.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 12 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, tiny README, single author, very few commits, and lack of CI/CD and tests.",0
bredward127/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
SamuelGuaimaB/Ingenieros-Paralelos,"Repository named 'Ingenieros-Paralelos' in Python with almost no popularity (1 stars, 1 forks). Maintained by a small team of 2 contributors, 52 total commits (26.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 9967 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",junior,0.7,"Limited CI/CD practices, modest documentation, and a small team with moderate commit frequency, but lacks releases and has a large README.",1
brycewang-stanford/StatsPAI,"Repository named 'StatsPAI' in Python with moderate popularity (211 stars, 37 forks). Maintained by a small team of 3 contributors, 641 total commits (213.7 per contributor). 24 releases, 0 open issues. It has CI/CD workflows, has a README of 107409 characters, no topics, and is licensed. The project is 0.8 years old and currently active (last push 0 days ago).",senior,0.85,"Moderate popularity, multiple contributors, CI/CD, good documentation, and sustained activity.",2
GaryJones/plugin-boilerplate,"Repository named 'plugin-boilerplate' in PHP with low popularity (92 stars, 11 forks). Maintained by a small team of 4 contributors, 221 total commits (55.2 per contributor). 0 releases, 1 open issues. It has CI/CD workflows, has a README of 1907 characters, no topics, and is licensed. The project is 11.3 years old and currently active (last push 7 days ago).",template,0.8,"low popularity, high number of contributors, presence of CI/CD, and a large README suggest a reusable template, despite the age of the project.",4
openshift/boilerplate,"Repository named 'boilerplate' in Shell with low popularity (23 stars, 100 forks). Maintained by a large community of 78 contributors, 1456 total commits (18.7 per contributor). 10 releases, 5 open issues. It lacks CI/CD workflows, has a README of 19841 characters, 1 topics, and is licensed. The project is 5.8 years old and currently active (last push 1 days ago).",template,0.9,"High contributor count, large number of commits, and presence of releases suggest a reusable template, despite lack of CI/CD and modest documentation.",4
pytorch/rl,"Repository named 'rl' in Python with high popularity (3449 stars, 456 forks). Maintained by a large community of 202 contributors, 2526 total commits (12.5 per contributor). 31 releases, 292 open issues. It has CI/CD workflows, has a README of 44066 characters, 13 topics, and is licensed. The project is 4.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
TomJoad81/sleep-tracker,"Repository named 'sleep-tracker' in Python with almost no popularity (0 stars, 0 forks). Maintained by a small team of 2 contributors, 391 total commits (195.5 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has no README, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",junior,0.7,"Limited documentation, no README, and lack of popularity, but has CI/CD workflows and sustained activity.",1
basnijholt/agent-cli,"Repository named 'agent-cli' in Python with moderate popularity (202 stars, 19 forks). Maintained by a team of 6 contributors, 865 total commits (144.2 per contributor). 182 releases, 41 open issues. It has CI/CD workflows, has a README of 148994 characters, no topics, and is licensed. The project is 0.9 years old and currently active (last push 0 days ago).",senior,0.85,"CI/CD workflows, multiple contributors, sustained activity, and a large README indicate a mature and well-maintained project.",2
CharlesPikachu/musicdl,"Repository named 'musicdl' in Python with high popularity (4895 stars, 623 forks). Maintained by a single contributor, 972 total commits (972.0 per contributor). 1 releases, 7 open issues. It has CI/CD workflows, has a README of 56446 characters, 20 topics, and is licensed. The project is 7.9 years old and currently active (last push 0 days ago).",senior,0.9,"High popularity, maintained CI/CD workflows, extensive README, and sustained activity over 7.9 years.",2
Runware/ComfyUI-Runware,"Repository named 'ComfyUI-Runware' in Python with moderate popularity (139 stars, 20 forks). Maintained by a small team of 2 contributors, 461 total commits (230.5 per contributor). 66 releases, 3 open issues. It lacks CI/CD workflows, has a README of 7427 characters, no topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago).",senior,0.8,"Moderate popularity, multiple contributors, sustained activity, and a well-maintained README, but lacks CI/CD workflows.",2
django/django,"Repository named 'django' in Python with very high popularity (87584 stars, 33955 forks). Maintained by a large community of 393 contributors, 34639 total commits (88.1 per contributor). 0 releases, 445 open issues. It has CI/CD workflows, has a README of 2017 characters, 9 topics, and is licensed. The project is 14.1 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, CI/CD, good documentation, and a long history.",3
frappe/erpnext,"Repository named 'erpnext' in Python with very high popularity (35103 stars, 11487 forks). Maintained by a large community of 278 contributors, 58153 total commits (209.2 per contributor). 1744 releases, 2120 open issues. It has CI/CD workflows, has a README of 7438 characters, 16 topics, and is licensed. The project is 15.0 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
cyberaware10/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is maintained by a single contributor, suggesting it's a template or starter project.",4
pyiron/executorlib,"Repository named 'executorlib' in Python with low popularity (73 stars, 6 forks). Maintained by a team of 9 contributors, 1920 total commits (213.3 per contributor). 46 releases, 47 open issues. It has CI/CD workflows, has a README of 12112 characters, 7 topics, and is licensed. The project is 3.9 years old and currently active (last push 0 days ago).",senior,0.8,"Large team, sustained activity, good CI/CD practices, and comprehensive documentation.",2
rozenmd/react-router-starter-template23,"Repository named 'react-router-starter-template23' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 2834 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'starter-template' and has a README of 2834 characters, suggesting it's a template or boilerplate project.",4
NVIDIAGameWorks/toolkit-remix,"Repository named 'toolkit-remix' in Python with low popularity (56 stars, 28 forks). Maintained by a team of 22 contributors, 940 total commits (42.7 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 2055 characters, no topics, and is licensed. The project is 1.9 years old and currently active (last push 0 days ago).",senior,0.8,"Large team, sustained activity, CI/CD, good README, but no releases and low popularity.",2
OrnitheMC/feather,"Repository named 'feather' in Python with low popularity (64 stars, 33 forks). Maintained by a large community of 131 contributors, 4029 total commits (30.8 per contributor). 0 releases, 7 open issues. It has CI/CD workflows, has a README of 5661 characters, 1 topics, and is licensed. The project is 4.5 years old and currently active (last push 0 days ago).",lead,0.8,"Large community, sustained activity, CI/CD, good documentation, but low popularity and no releases.",3
mvanhorn/last30days-skill,"Repository named 'last30days-skill' in Python with very high popularity (26779 stars, 2290 forks). Maintained by a team of 42 contributors, 618 total commits (14.7 per contributor). 14 releases, 77 open issues. It has CI/CD workflows, has a README of 24484 characters, 20 topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, frequent commits, CI/CD, good documentation, and sustained activity.",3
alan345/AI-Fullstack-SaaS-Boilerplate,"Repository named 'AI-Fullstack-SaaS-Boilerplate' in TypeScript with high popularity (1400 stars, 216 forks). Maintained by a small team of 5 contributors, 1138 total commits (227.6 per contributor). 9 releases, 1 open issues. It lacks CI/CD workflows, has a README of 11376 characters, 14 topics, and is licensed. The project is 8.3 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, multiple contributors, sustained activity, good documentation, and a clear license, but lacks CI/CD workflows.",3
Comfy-Org/ComfyUI,"Repository named 'ComfyUI' in Python with very high popularity (114906 stars, 13421 forks). Maintained by a large community of 307 contributors, 5337 total commits (17.4 per contributor). 140 releases, 4037 open issues. It has CI/CD workflows, has a README of 30186 characters, 6 topics, and is licensed. The project is 3.4 years old and currently active (last push 0 days ago).",lead,0.95,"Large, mature, multi-contributor repository with high popularity, sustained activity, and robust engineering practices.",3
tom-doerr/repo_posts,"Repository named 'repo_posts' in Python with moderate popularity (275 stars, 29 forks). Maintained by a single contributor, 45344 total commits (45344.0 per contributor). 0 releases, 2 open issues. It has CI/CD workflows, has a README of 4063 characters, no topics, and is licensed. The project is 1.3 years old and currently active (last push 0 days ago).",senior,0.8,"CI/CD workflows, moderate popularity, sustained activity, good documentation, and a clear license, but limited contributors and releases.",2
ziz155765-arch/workflows-starter-template,"Repository named 'workflows-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal commits, and lack of CI/CD and tests",4
python/cpython,"Repository named 'cpython' in Python with very high popularity (72899 stars, 34684 forks). Maintained by a large community of 352 contributors, 131576 total commits (373.8 per contributor). 0 releases, 9326 open issues. It has CI/CD workflows, has a README of 8906 characters, no topics, and is licensed. The project is 9.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, CI/CD, good documentation, and active maintenance.",3
maxim-saplin/llm_chess,"Repository named 'llm_chess' in Python with moderate popularity (102 stars, 10 forks). Maintained by a team of 6 contributors, 1376 total commits (229.3 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 9047 characters, no topics, and is licensed. The project is 1.7 years old and currently active (last push 0 days ago).",senior,0.8,"Moderate popularity, multiple contributors, sustained activity, good README, but lacks CI/CD and releases.",2
Klotzkette/claude-fuer-deutsches-recht,"Repository named 'claude-fuer-deutsches-recht' in Python with moderate popularity (299 stars, 22 forks). Maintained by a small team of 2 contributors, 420 total commits (210.0 per contributor). 163 releases, 0 open issues. It has CI/CD workflows, has a README of 75215 characters, 9 topics, and is licensed. The project is 0.0 years old and currently active (last push 0 days ago).",senior,0.9,"Moderate popularity, CI/CD workflows, good documentation, multiple contributors, and sustained activity.",2
hexabot-ai/hexabot-template-starter,"Repository named 'hexabot-template-starter' in TypeScript with low popularity (4 stars, 4 forks). Maintained by a small team of 5 contributors, 116 total commits (23.2 per contributor). 34 releases, 0 open issues. It lacks CI/CD workflows, has a README of 3346 characters, 19 topics, and is no license. The project is 1.6 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, low popularity, and a small team with a high commit rate, indicating a reusable project.",4
Patrowl/PatrowlHearsData,"Repository named 'PatrowlHearsData' in Python with moderate popularity (146 stars, 39 forks). Maintained by a small team of 2 contributors, 57808 total commits (28904.0 per contributor). 0 releases, 6 open issues. It lacks CI/CD workflows, has a README of 2684 characters, 7 topics, and is licensed. The project is 5.5 years old and currently active (last push 0 days ago).",senior,0.8,"Moderate popularity, multiple contributors, sustained activity, good documentation, but lacks CI/CD workflows.",2
anthropics/claude-plugins-official,"Repository named 'claude-plugins-official' in Python with very high popularity (28574 stars, 3046 forks). Maintained by a team of 33 contributors, 434 total commits (13.2 per contributor). 0 releases, 694 open issues. It has CI/CD workflows, has a README of 3115 characters, 3 topics, and is licensed. The project is 0.5 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, CI/CD, good documentation, and active maintenance.",3
tensorflow/models,"Repository named 'models' in Python with very high popularity (77662 stars, 45062 forks). Maintained by a large community of 359 contributors, 9740 total commits (27.1 per contributor). 51 releases, 1289 open issues. It has CI/CD workflows, has a README of 4923 characters, no topics, and is licensed. The project is 10.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good CI/CD practices, and comprehensive documentation.",3
jorge07/symfony-7-es-cqrs-boilerplate,"Repository named 'symfony-7-es-cqrs-boilerplate' in PHP with high popularity (1089 stars, 186 forks). Maintained by a team of 18 contributors, 383 total commits (21.3 per contributor). 0 releases, 3 open issues. It has CI/CD workflows, has a README of 6238 characters, 9 topics, and is licensed. The project is 8.4 years old and currently active (last push 1 days ago).",lead,0.9,"High popularity, large team, sustained activity, good documentation, and CI/CD workflows, but no releases.",3
unslothai/unsloth,"Repository named 'unsloth' in Python with very high popularity (65331 stars, 5816 forks). Maintained by a large community of 184 contributors, 5438 total commits (29.6 per contributor). 36 releases, 1336 open issues. It has CI/CD workflows, has a README of 18749 characters, 19 topics, and is licensed. The project is 2.5 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
open-atmos/PySDM,"Repository named 'PySDM' in Python with low popularity (87 stars, 54 forks). Maintained by a team of 31 contributors, 4038 total commits (130.3 per contributor). 193 releases, 241 open issues. It has CI/CD workflows, has a README of 14636 characters, 16 topics, and is licensed. The project is 6.8 years old and currently active (last push 0 days ago).",lead,0.9,"Large, mature, multi-contributor repository with sustained activity, CI/CD, good documentation, and many releases.",3
dgarcia360/openapi-boilerplate,"Repository named 'openapi-boilerplate' in unknown with moderate popularity (396 stars, 87 forks). Maintained by a small team of 3 contributors, 139 total commits (46.3 per contributor). 1 releases, 10 open issues. It has CI/CD workflows, has a README of 4534 characters, 5 topics, and is licensed. The project is 6.3 years old and currently active (last push 0 days ago).",template,0.8,"Moderate popularity, reusable boilerplate name, CI/CD workflows, and a well-maintained README suggest a template repository.",4
brocoders/extensive-react-boilerplate,"Repository named 'extensive-react-boilerplate' in TypeScript with moderate popularity (506 stars, 138 forks). Maintained by a team of 9 contributors, 638 total commits (70.9 per contributor). 0 releases, 15 open issues. It has CI/CD workflows, has a README of 4403 characters, 16 topics, and is licensed. The project is 2.9 years old and currently active (last push 1 days ago).",senior,0.85,"CI/CD, multiple contributors, sustained activity, good documentation, and moderate popularity.",2
jianglei919/COMP8347,"Repository named 'COMP8347' in Python with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 16 total commits (16.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1281 characters, no topics, and is no license. The project is 0.1 years old and currently active (last push 0 days ago).",intern,0.8,"Minimal structure, no CI/CD, tiny README, single author, few commits, and lack of popularity.",0
BerriAI/litellm,"Repository named 'litellm' in Python with very high popularity (48696 stars, 8470 forks). Maintained by a large community of 385 contributors, 39436 total commits (102.4 per contributor). 1336 releases, 3555 open issues. It has CI/CD workflows, has a README of 28050 characters, 14 topics, and is licensed. The project is 2.8 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
plbraindrain-maker/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 225 total commits (225.0 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",template,0.8,"The repository is named 'astro-blog-starter-template', has a large README, and is actively maintained, suggesting it's a reusable template.",4
